Protein1,Protein2,Score,Experimental System Type
CDC7,MCM2,999,genetic
CDC7,MCM6,999,genetic
CDC7,MCM3,999,genetic
DCAF1,CUL4A,999,genetic
DCAF1,CUL4B,999,genetic
RPS18,RPLP1,999,genetic
RPS18,RPL4,999,genetic
RPS18,MRPL36,999,genetic
RPS18,RPL30,999,genetic
RPS18,RPS17,999,genetic
RPS18,RPL26,999,genetic
RPS18,RPL24,999,genetic
RPS18,RPL37A,999,genetic
RPS18,MRPS6,999,genetic
RPS18,MRPL17,999,genetic
RPS18,RPS15,999,genetic
RPS18,RPL23A,999,genetic
RPS18,RPL17,999,genetic
RPS18,MRPL21,999,genetic
RPS18,RPL8,999,genetic
RPS18,MRPL12,999,genetic
RPS18,RPL10A,999,genetic
RPS18,RPL27A,999,genetic
RPS18,RPS10,999,genetic
RPS18,RPL7A,999,genetic
RPS18,RPL6,999,genetic
RPS18,RPL36,999,genetic
RPS18,RPL13,999,genetic
RPS18,MRPL32,999,genetic
RPS18,RPL7,999,genetic
RPS18,RPL9P9,999,genetic
RPS18,RPL18,999,genetic
RPS18,RPL11,999,genetic
RPS18,TUFM,999,genetic
RPS18,RPL34,999,genetic
RPS18,RPL10,999,genetic
RPS18,RPS12,999,genetic
RPS18,RPL19,999,genetic
RPS18,RPS16,999,genetic
RPS18,RPL5,999,genetic
RPS18,RACK1,999,genetic
RPS18,RPL15,999,genetic
RPS18,RPL35,999,genetic
RPS18,RPL23,999,genetic
RPS18,MRPL20,999,genetic
RPS18,RPL38,999,genetic
RPS18,RPL13A,999,genetic
RPS18,RPL39,999,genetic
RPS18,RPS15A,999,genetic
RPS18,RPS14,999,genetic
RPS18,RPLP2,999,genetic
RPS18,RPL12,999,genetic
RPS18,RPS13,999,genetic
RPS18,RPL32,999,genetic
RPS18,RPLP0,999,genetic
RPS18,RPL22,999,genetic
RPS18,RPL29,999,genetic
RPS18,RPL27,999,genetic
RPS18,FAU,999,genetic
RPS18,RPL35A,999,genetic
RPS18,MRPL19,999,genetic
RPS18,RPL37,999,genetic
RPS18,RPL3,999,genetic
RPS18,RPL31,999,genetic
RPS18,RPL28,999,genetic
RPS18,RPS11,999,genetic
RPS18,RPL14,999,genetic
RPS18,RPL21,999,genetic
RPS18,EEF2,999,genetic
RPS18,RPL18A,999,genetic
FGFR1,FGF18,999,genetic
FGFR1,FGF23,999,genetic
FGFR1,FGF3,999,genetic
FGFR1,FGF6,999,genetic
FGFR1,FGF20,999,genetic
FGFR1,FGF1,999,genetic
FGFR1,FGF16,999,genetic
FGFR1,FGF10,999,genetic
FGFR1,FGF4,999,genetic
FGFR1,FGF2,999,genetic
FGFR1,FGF7,999,genetic
FGFR1,FGF5,999,genetic
FGFR1,FGF8,999,genetic
FGFR1,FGF22,999,genetic
FGFR1,FGF9,999,genetic
FGFR1,FGF17,999,genetic
SNRPG,PRPF31,999,genetic
SNRPG,SNRPA,999,genetic
SNRPG,SNRPF,999,genetic
SNRPG,SNRNP200,999,genetic
SNRPG,LSM3,999,genetic
SNRPG,SF3B3,999,genetic
SNRPG,BUD31,999,genetic
SNRPG,LSM10,999,genetic
SNRPG,SNRNP70,999,genetic
SNRPG,SNRPC,999,genetic
SNRPG,PHF5A,999,genetic
SNRPG,SF3B2,999,genetic
SNRPG,SNRPE,999,genetic
SNRPG,SNRPB,999,genetic
SNRPG,SNRPD3,999,genetic
SNRPG,CDC5L,999,genetic
SNRPG,PRPF6,999,genetic
SNRPG,SNRPB2,999,genetic
SNRPG,SART1,999,genetic
SNRPG,MFAP1,999,genetic
SNRPG,SF3B5,999,genetic
SNRPG,LSM6,999,genetic
SNRPG,PRPF3,999,genetic
SNRPG,PRPF8,999,genetic
SNRPG,SF3A2,999,genetic
SNRPG,CRNKL1,999,genetic
SNRPG,SNRPA1,999,genetic
SNRPG,SF3A1,999,genetic
SNRPG,CDC40,999,genetic
SNRPG,SF3A3,999,genetic
SNRPG,SF3B1,999,genetic
SNRPG,EFTUD2,999,genetic
SNRPG,SNRPD1,999,genetic
SNRPG,PRPF19,999,genetic
SNRPG,SNRPD2,999,genetic
IFT27,HSPB11,999,genetic
IFT27,IFT22,999,genetic
HLA-DPA1,HLA-DRA,999,genetic
HLA-DPA1,HLA-DMA,999,genetic
BLOC1S3,BLOC1S1,999,genetic
BLOC1S3,BLOC1S2,999,genetic
JMJD6,BRD4,999,genetic
CSF2RA,CSF2,999,genetic
ANAPC7,ANAPC10,999,genetic
ANAPC7,ANAPC1,999,genetic
ANAPC7,ANAPC16,999,genetic
ANAPC7,ANAPC2,999,genetic
ANAPC7,ANAPC4,999,genetic
ANAPC7,ANAPC5,999,genetic
MAPK9,JUN,999,genetic
MAPK9,MAP2K4,999,genetic
MAPK9,MAPK8,999,genetic
OPRM1,PENK,999,genetic
ORM2,ORM1,999,genetic
CD70,CD27,999,genetic
MECP2,HDAC1,999,genetic
CXCR6,CXCL16,999,genetic
WDR20,USP12,999,genetic
BRMS1,ARID4A,999,genetic
SCN4A,SCN1B,999,genetic
FTSJ3,EBNA1BP2,999,genetic
KANSL3,KANSL2,999,genetic
PSMD13,PSMB4,999,genetic
PSMD13,PSMB7,999,genetic
PSMD13,PSMA1,999,genetic
PSMD13,ADRM1,999,genetic
PSMD13,PSMC3,999,genetic
PSMD13,PSMC4,999,genetic
PSMD13,PSMC5,999,genetic
PSMD13,PSMD11,999,genetic
PSMD13,PSMA2,999,genetic
PSMD13,PSMC2,999,genetic
PSMD13,PSMC1,999,genetic
PSMD13,PSMD1,999,genetic
PSMD13,PSMB2,999,genetic
PSMD13,PSMC6,999,genetic
PSMD13,PSMB3,999,genetic
PSMD13,PSMB1,999,genetic
PSMD13,PSMD5,999,genetic
PSMD13,PSMD12,999,genetic
PSMD13,PSMA5,999,genetic
PSMD13,PSMD10,999,genetic
SFTPA1,SFTPC,999,genetic
PRKAG3,PRKAB1,999,genetic
PRKAG3,PRKAB2,999,genetic
ATXN7L3,ATXN7,999,genetic
NTF3,NGFR,999,genetic
TSEN34,TSEN15,999,genetic
TSEN34,TSEN2,999,genetic
COG6,COG5,999,genetic
COG6,COG4,999,genetic
COG6,COG2,999,genetic
COG6,COG1,999,genetic
COG6,COG3,999,genetic
ACTL6A,ACTB,999,genetic
IL34,CSF1R,999,genetic
GSPT1,ETF1,999,genetic
LIFR,LIF,999,genetic
LIFR,CNTFR,999,genetic
LIFR,CNTF,999,genetic
DIABLO,BIRC2,999,genetic
PRF1,GZMB,999,genetic
PRF1,GNLY,999,genetic
EXOSC6,EXOSC2,999,genetic
EXOSC6,EXOSC3,999,genetic
EXOSC6,EXOSC10,999,genetic
EXOSC6,DIS3,999,genetic
EXOSC6,EXOSC1,999,genetic
EXOSC6,EXOSC5,999,genetic
EXOSC6,DIS3L,999,genetic
EXOSC6,EXOSC4,999,genetic
GNG4,GNB5,999,genetic
GNG4,GNB4,999,genetic
GNG4,GNB2,999,genetic
GNG4,GNB1,999,genetic
GNG4,GNB3,999,genetic
TNF,TAB2,999,genetic
TNF,NFKB1,999,genetic
TNF,RIPK1,999,genetic
TNF,CHUK,999,genetic
TNF,IKBKB,999,genetic
TNF,BIRC2,999,genetic
TNF,CASP8,999,genetic
TNF,MAP3K7,999,genetic
TNF,IKBKG,999,genetic
TNF,TNFAIP3,999,genetic
TSTA3,GMDS,999,genetic
PHF21A,KDM1A,999,genetic
PHF21A,HMG20B,999,genetic
AGTR1,AGT,999,genetic
CDK12,CCNK,999,genetic
DOHH,DHPS,999,genetic
DOHH,EIF5A,999,genetic
HLA-DMB,HLA-DMA,999,genetic
HLA-B,HLA-A,999,genetic
HLA-B,B2M,999,genetic
KLC2,KIF5A,999,genetic
KLC2,KIF5B,999,genetic
KYAT1,AADAT,999,genetic
DDOST,DAD1,999,genetic
CNOT10,CNOT1,999,genetic
NCOA2,ESR1,999,genetic
NCOA2,AR,999,genetic
PPP2R2D,PPP2R1A,999,genetic
PPP2R2D,PPP2CA,999,genetic
TAF6,TADA3,999,genetic
TAF6,TAF11,999,genetic
TAF6,TAF1,999,genetic
TAF6,TAF13,999,genetic
TAF6,TAF5,999,genetic
TAF6,TAF12,999,genetic
TAF6,TAF10,999,genetic
TAF6,TAF4,999,genetic
TAF6,TAF2,999,genetic
TAF6,TAF3,999,genetic
RHOA,AKAP13,999,genetic
RHOA,ANLN,999,genetic
RHOA,ARHGDIA,999,genetic
RHOA,ARHGEF11,999,genetic
RHOA,ARHGAP1,999,genetic
RHOA,ARHGEF2,999,genetic
RHOA,ARHGEF12,999,genetic
LAMA2,DAG1,999,genetic
SNRPE,LSM8,999,genetic
SNRPE,CDC40,999,genetic
SNRPE,EFTUD2,999,genetic
SNRPE,SF3B1,999,genetic
SNRPE,LSM2,999,genetic
SNRPE,SF3A3,999,genetic
SNRPE,PRPF19,999,genetic
SNRPE,SNRPD1,999,genetic
SNRPE,SNRPD2,999,genetic
SNRPE,LSM6,999,genetic
SNRPE,SF3B5,999,genetic
SNRPE,LSM7,999,genetic
SNRPE,LSM5,999,genetic
SNRPE,SF3A2,999,genetic
SNRPE,SNRNP40,999,genetic
SNRPE,PRPF8,999,genetic
SNRPE,LSM4,999,genetic
SNRPE,CRNKL1,999,genetic
SNRPE,SNRPA1,999,genetic
SNRPE,SNRPD3,999,genetic
SNRPE,SNRPB,999,genetic
SNRPE,PRPF6,999,genetic
SNRPE,CDC5L,999,genetic
SNRPE,SART1,999,genetic
SNRPE,SNRPB2,999,genetic
SNRPE,GEMIN2,999,genetic
SNRPE,SF3B3,999,genetic
SNRPE,SNRPA,999,genetic
SNRPE,SNRNP200,999,genetic
SNRPE,LSM3,999,genetic
SNRPE,PRPF4,999,genetic
SNRPE,PRPF31,999,genetic
SNRPE,LSM10,999,genetic
SNRPE,BUD31,999,genetic
SNRPE,SNRPC,999,genetic
SNRPE,SNRNP70,999,genetic
SNRPE,SF3B2,999,genetic
GNA13,ARHGEF1,999,genetic
GNA13,ARHGEF12,999,genetic
PENK,OPRM1,999,genetic
CAPZB,CAPZA2,999,genetic
CAPZB,CAPZA1,999,genetic
GINS3,GINS1,999,genetic
GINS3,GINS2,999,genetic
GINS3,CDC45,999,genetic
SHC1,IGF1R,999,genetic
SHC1,GRB2,999,genetic
SHC1,ERBB3,999,genetic
SHC1,NTRK2,999,genetic
SHC1,ERBB4,999,genetic
SHC1,EGFR,999,genetic
SHC1,ERBB2,999,genetic
SHC1,NTRK1,999,genetic
VPS53,VPS50,999,genetic
VPS53,VPS51,999,genetic
VPS53,VPS52,999,genetic
RANGAP1,RANBP2,999,genetic
RANGAP1,RAN,999,genetic
RANGAP1,RANBP1,999,genetic
RANBP1,RAN,999,genetic
ATP5MPL,ATP5MD,999,genetic
RAF1,HRAS,999,genetic
RAF1,MAP2K1,999,genetic
RAF1,BRAF,999,genetic
RAF1,KSR1,999,genetic
RAF1,NRAS,999,genetic
RAF1,KRAS,999,genetic
BMPR1B,BMP4,999,genetic
BMPR1B,BMP2,999,genetic
BMPR1B,BMP6,999,genetic
BMPR1B,BMP7,999,genetic
MAVS,DDX58,999,genetic
MAVS,IFIH1,999,genetic
MAVS,IKBKE,999,genetic
MAVS,ATG12,999,genetic
MAVS,ATG5,999,genetic
PVR,CD226,999,genetic
PVR,CD96,999,genetic
RUNX1T1,RUNX1,999,genetic
RPF2,GTPBP4,999,genetic
RPF2,RSL24D1,999,genetic
RPF2,MRTO4,999,genetic
RPF2,NSA2,999,genetic
RPF2,EBNA1BP2,999,genetic
RPF2,GNL2,999,genetic
RPF2,NIFK,999,genetic
COPG2,COPB2,999,genetic
MTRR,MTR,999,genetic
SMG1,SMG7,999,genetic
SMG1,ETF1,999,genetic
CPS1,ASS1,999,genetic
PTH1R,PTH,999,genetic
RPL6,RPL32,999,genetic
RPL6,FAU,999,genetic
RPL6,RPL36A,999,genetic
RPL6,RPL27,999,genetic
RPL6,RPL29,999,genetic
RPL6,RPL22,999,genetic
RPL6,RPL39,999,genetic
RPL6,RPL13A,999,genetic
RPL6,RPL38,999,genetic
RPL6,RPS15A,999,genetic
RPL6,RPL12,999,genetic
RPL6,RPL21,999,genetic
RPL6,RPL14,999,genetic
RPL6,EEF2,999,genetic
RPL6,RPL18A,999,genetic
RPL6,RPL37,999,genetic
RPL6,RPL35A,999,genetic
RPL6,RPS27,999,genetic
RPL6,RPL28,999,genetic
RPL6,RPL3,999,genetic
RPL6,RPL31,999,genetic
RPL6,RPL26,999,genetic
RPL6,RPL37A,999,genetic
RPL6,RPL24,999,genetic
RPL6,RPL17,999,genetic
RPL6,RPL23A,999,genetic
RPL6,RPL10A,999,genetic
RPL6,RPL4,999,genetic
RPL6,RPL30,999,genetic
RPL6,RPL19,999,genetic
RPL6,RPL5,999,genetic
RPL6,RPL34,999,genetic
RPL6,RPL10,999,genetic
RPL6,RPL15,999,genetic
RPL6,RACK1,999,genetic
RPL6,RPL35,999,genetic
RPL6,RPL23,999,genetic
RPL6,RPL36,999,genetic
RPL6,RPS10,999,genetic
RPL6,RPL27A,999,genetic
RPL6,RPL13,999,genetic
RPL6,RPL18,999,genetic
RPL6,RPL11,999,genetic
EMC9,EMC6,999,genetic
EMC9,EMC4,999,genetic
EMC9,EMC2,999,genetic
EMC9,EMC3,999,genetic
EMC9,EMC7,999,genetic
ANKRD36C,ANKRD36,999,genetic
AP2M1,AP2B1,999,genetic
AP2M1,AP2A2,999,genetic
AP2M1,AP2A1,999,genetic
GRB7,ERBB2,999,genetic
AP4M1,AP4B1,999,genetic
AP4M1,AP4E1,999,genetic
NABP1,INTS3,999,genetic
ARRB2,ADRB2,999,genetic
SMC6,NSMCE3,999,genetic
SMC6,EID3,999,genetic
SMC6,NSMCE1,999,genetic
SMC6,NSMCE4A,999,genetic
SMC6,NSMCE2,999,genetic
SMC6,SMC5,999,genetic
ILF3,ILF2,999,genetic
IFT74,IFT27,999,genetic
IFT74,IFT46,999,genetic
IFT74,IFT52,999,genetic
IFT74,IFT22,999,genetic
TGFA,EGFR,999,genetic
RACGAP1,KIF23,999,genetic
RACGAP1,ECT2,999,genetic
RPL36A,RPL18A,999,genetic
RPL36A,RPL19,999,genetic
RPL36A,RPL34,999,genetic
RPL36A,RPS24,999,genetic
RPL36A,RPL11,999,genetic
RPL36A,RPS11,999,genetic
RPL36A,RPL18,999,genetic
RPL36A,RPL31,999,genetic
RPL36A,RPL37,999,genetic
RPL36A,RPL36,999,genetic
RPL36A,RPL35A,999,genetic
RPL36A,FAU,999,genetic
RPL36A,RPL32,999,genetic
RPL36A,RPS20,999,genetic
RPL36A,RPS27A,999,genetic
RPL36A,RPL24,999,genetic
RPL36A,RPL26,999,genetic
RPL36A,RPL30,999,genetic
RPL36A,RPS17,999,genetic
EZH1,EED,999,genetic
EZH1,AEBP2,999,genetic
PGGT1B,FNTA,999,genetic
TAPBP,B2M,999,genetic
TAPBP,PDIA3,999,genetic
TAPBP,CALR,999,genetic
TECPR1,ATG5,999,genetic
NOP14,BYSL,999,genetic
NOP14,KRR1,999,genetic
NOP14,NOC4L,999,genetic
NOP14,EMG1,999,genetic
NOP14,NAT10,999,genetic
NOP14,NOL6,999,genetic
NOP14,BMS1,999,genetic
ESR1,BRCA1,999,genetic
GPI,G6PD,999,genetic
GPI,TPI1,999,genetic
GPI,H6PD,999,genetic
TBL1XR1,HDAC3,999,genetic
TBL1XR1,TBL1X,999,genetic
TBL1XR1,GPS2,999,genetic
TBL1XR1,NCOR1,999,genetic
CDC45,POLE2,999,genetic
RXFP1,RLN1,999,genetic
RXFP1,RLN2,999,genetic
PBX1,MEIS1,999,genetic
PBX1,HOXB1,999,genetic
SUMO2,RANGAP1,999,genetic
SUMO2,SENP1,999,genetic
IFT140,IFT122,999,genetic
UNC5C,NTN1,999,genetic
PMS1,MSH6,999,genetic
PMS1,MLH1,999,genetic
PMS1,MSH3,999,genetic
PMS1,MSH2,999,genetic
TAF1,GTF2B,999,genetic
EBNA1BP2,BRIX1,999,genetic
EBNA1BP2,FTSJ3,999,genetic
EBNA1BP2,RPF2,999,genetic
EBNA1BP2,NIP7,999,genetic
EBNA1BP2,NIFK,999,genetic
EBNA1BP2,MAK16,999,genetic
NDUFB3,NDUFA5,999,genetic
NDUFB3,MT-ND5,999,genetic
NDUFB3,NDUFA9,999,genetic
NDUFB3,NDUFB11,999,genetic
NDUFB3,NDUFA6,999,genetic
NDUFB3,NDUFA12,999,genetic
NDUFB3,NDUFB2,999,genetic
NDUFB3,NDUFA13,999,genetic
NDUFB3,MT-ND4,999,genetic
NDUFB3,MT-ND3,999,genetic
NDUFB3,NDUFAB1,999,genetic
NDUFB3,NDUFB1,999,genetic
NDUFB3,NDUFA10,999,genetic
NDUFB3,NDUFA2,999,genetic
NDUFB3,NDUFA8,999,genetic
NDUFB3,NDUFB10,999,genetic
NDUFB3,MT-ND2,999,genetic
NDUFB3,NDUFA3,999,genetic
NDUFB3,MT-ND1,999,genetic
NDUFB3,NDUFA1,999,genetic
NDUFB3,NDUFA11,999,genetic
NDUFB3,NDUFA7,999,genetic
HRAS,BRAF,999,genetic
HLA-DPB1,HLA-DPA1,999,genetic
RFC5,RFC2,999,genetic
RFC5,CHTF8,999,genetic
RFC5,RFC4,999,genetic
RFC5,RFC1,999,genetic
RFC5,PCNA,999,genetic
RFC5,DSCC1,999,genetic
RFC5,CHTF18,999,genetic
RFC5,RAD17,999,genetic
RFC5,RFC3,999,genetic
CHTF8,CHTF18,999,genetic
LAMP2,LAMP1,999,genetic
DCTN2,ACTR1A,999,genetic
DCTN2,DCTN1,999,genetic
DCTN2,ACTR10,999,genetic
DCTN2,BICD2,999,genetic
ARRB1,ADRB2,999,genetic
RPP21,POP5,999,genetic
RPP21,POP1,999,genetic
RPP21,POP4,999,genetic
RPP21,RPP14,999,genetic
VPS52,VPS51,999,genetic
EEF1D,EEF1B2,999,genetic
TMEM176B,TMEM176A,999,genetic
FGFR2,FGF1,999,genetic
FGFR2,FGF4,999,genetic
FGFR2,FGF10,999,genetic
FGFR2,FGF18,999,genetic
FGFR2,FGF3,999,genetic
FGFR2,FGF8,999,genetic
FGFR2,FGF17,999,genetic
FGFR2,FGF9,999,genetic
FGFR2,FGF22,999,genetic
FGFR2,FGF2,999,genetic
FGFR2,FGF7,999,genetic
TOMM40,TOMM20,999,genetic
TOMM40,SAMM50,999,genetic
TOMM40,TOMM22,999,genetic
MAP2K4,MAPK9,999,genetic
TAF1D,TAF1B,999,genetic
TAF1D,TAF1A,999,genetic
TAF1D,TAF1C,999,genetic
LTB,LTA,999,genetic
LSM5,LSM1,999,genetic
LSM5,LSM4,999,genetic
LSM5,LSM2,999,genetic
LSM5,LSM3,999,genetic
FCGRT,B2M,999,genetic
FCGRT,ALB,999,genetic
MAD2L1BP,CDC20,999,genetic
GBE1,GYS1,999,genetic
DNTTIP2,FCF1,999,genetic
LCE6A,LCE2B,999,genetic
LCE6A,LCE2D,999,genetic
GABARAPL1,ATG4B,999,genetic
GABARAPL1,BNIP3L,999,genetic
GABARAPL1,ATG3,999,genetic
GABARAPL1,ATG5,999,genetic
GABARAPL1,ATG7,999,genetic
GABARAPL1,ATG12,999,genetic
PTPRC,LCK,999,genetic
PTPRC,CD22,999,genetic
TOP2A,NUSAP1,999,genetic
PDCD6IP,CHMP4C,999,genetic
PDCD6IP,PDCD6,999,genetic
PDCD6IP,CHMP4A,999,genetic
EPGN,EGFR,999,genetic
IFNA17,IFNA16,999,genetic
IFNA17,IFNA10,999,genetic
HSD17B4,ACAA1,999,genetic
IL5RA,IL5,999,genetic
PPP2R5C,PPP2R1A,999,genetic
PPP2R5C,PPP2CA,999,genetic
SNRPB,EFTUD2,999,genetic
SNRPB,SF3A3,999,genetic
SNRPB,LSM2,999,genetic
SNRPB,SF3B4,999,genetic
SNRPB,SF3A2,999,genetic
SNRPB,PRPF8,999,genetic
SNRPB,SNRPA1,999,genetic
SNRPB,SNRNP200,999,genetic
SNRPB,SNRPA,999,genetic
SNRPB,SNRNP70,999,genetic
RPP14,POP4,999,genetic
RPP14,POP1,999,genetic
RPP14,POP5,999,genetic
MICA,KLRK1,999,genetic
RPL10,RPS11,999,genetic
RPL10,RPL35A,999,genetic
RPL10,RPS27,999,genetic
RPL10,RPL18A,999,genetic
RPL10,RPS14,999,genetic
RPL10,RPLP0,999,genetic
RPL10,RPL32,999,genetic
RPL10,FAU,999,genetic
RPL10,RPL27,999,genetic
RPL10,RPL7,999,genetic
RPL10,RPS10,999,genetic
RPL10,RPL15,999,genetic
RPL10,RACK1,999,genetic
RPL10,RPL5,999,genetic
RPL10,RPS18,999,genetic
RPL10,RPS5,999,genetic
RPL10,RPLP1,999,genetic
RPL10,RPS25,999,genetic
RPL10,RPS6,999,genetic
RPL10,RPS8,999,genetic
RPL10,RPS15,999,genetic
RPL10,RPL24,999,genetic
RPL10,RPL37A,999,genetic
SEPTIN7,SEPTIN6,999,genetic
SEPTIN7,SEPTIN2,999,genetic
SEPTIN7,SEPTIN11,999,genetic
STXBP2,STX11,999,genetic
CDKN1C,CDK2,999,genetic
CUL2,COMMD1,999,genetic
HJURP,H4C9,999,genetic
HJURP,CENPA,999,genetic
PPP6R1,PPP6C,999,genetic
INTS2,INTS1,999,genetic
INTS2,INTS3,999,genetic
RPS24,RPS15,999,genetic
RPS24,RPS2,999,genetic
RPS24,RPL37A,999,genetic
RPS24,RPL24,999,genetic
RPS24,RPL26,999,genetic
RPS24,RPL10A,999,genetic
RPS24,RPS20,999,genetic
RPS24,RPL8,999,genetic
RPS24,RPL17,999,genetic
RPS24,RPL23A,999,genetic
RPS24,RPL4,999,genetic
RPS24,RPLP1,999,genetic
RPS24,RPS17,999,genetic
RPS24,RPL30,999,genetic
RPS24,RPL5,999,genetic
RPS24,RPL19,999,genetic
RPS24,RPS16,999,genetic
RPS24,RPS12,999,genetic
RPS24,RPS18,999,genetic
RPS24,RPL34,999,genetic
RPS24,RPS19,999,genetic
RPS24,RPL23,999,genetic
RPS24,RPL35,999,genetic
RPS24,RACK1,999,genetic
RPS24,RPL15,999,genetic
RPS24,RPL13,999,genetic
RPS24,RPL36,999,genetic
RPS24,RPL6,999,genetic
RPS24,RPL7A,999,genetic
RPS24,RPL27A,999,genetic
RPS24,RPS10,999,genetic
RPS24,RPL11,999,genetic
RPS24,RPL9P9,999,genetic
RPS24,RPL18,999,genetic
RPS24,RPS21,999,genetic
RPS24,RPL7,999,genetic
RPS24,RPS13,999,genetic
RPS24,RPL36A,999,genetic
RPS24,FAU,999,genetic
RPS24,RPL27,999,genetic
RPS24,RPL22,999,genetic
RPS24,RPL29,999,genetic
RPS24,RPL32,999,genetic
RPS24,RPLP0,999,genetic
RPS24,RPL13A,999,genetic
RPS24,RPL39,999,genetic
RPS24,RPL38,999,genetic
RPS24,RPS23,999,genetic
RPS24,RPL12,999,genetic
RPS24,RPLP2,999,genetic
RPS24,RPS14,999,genetic
RPS24,RPS15A,999,genetic
RPS24,RPL21,999,genetic
RPS24,RPL14,999,genetic
RPS24,RPL18A,999,genetic
RPS24,RPL28,999,genetic
RPS24,RPL31,999,genetic
RPS24,RPL3,999,genetic
RPS24,RPL37,999,genetic
RPS24,RPL35A,999,genetic
RPS24,RPS11,999,genetic
PSMA1,POMP,999,genetic
SS18,SMARCE1,999,genetic
SS18,BCL7C,999,genetic
KCNIP1,KCND3,999,genetic
KCNIP1,KCND2,999,genetic
DCTN4,ACTR10,999,genetic
DCTN4,DCTN1,999,genetic
DCTN4,DCTN2,999,genetic
DCTN4,ACTR1A,999,genetic
KLC1,KIF5A,999,genetic
KLC1,KIF5C,999,genetic
KLC1,KIF5B,999,genetic
ICAM2,CD209,999,genetic
INTS12,INTS1,999,genetic
INTS12,INTS5,999,genetic
INTS12,INTS3,999,genetic
KANSL2,KANSL1,999,genetic
POLR2H,POLR1A,999,genetic
POLR2H,POLR2A,999,genetic
POLR2H,POLR2F,999,genetic
POLR2H,POLR2D,999,genetic
POLR2H,POLR2E,999,genetic
POLR2H,POLR2C,999,genetic
POLR2H,POLR1C,999,genetic
POLR2H,CRCP,999,genetic
POLR2H,POLR2B,999,genetic
POLR2H,POLR1B,999,genetic
POLR2H,POLR1D,999,genetic
POLR2H,POLR2G,999,genetic
DCAF11,CUL4A,999,genetic
C4B_2,C4A,999,genetic
SERPINA1,ELANE,999,genetic
EIF4G1,EIF4B,999,genetic
EIF4G1,EIF4E,999,genetic
EIF4G1,EIF4A2,999,genetic
EIF4G1,EIF4A1,999,genetic
DDX39B,ALYREF,999,genetic
DDX39B,CHTOP,999,genetic
MFN2,PRKN,999,genetic
MFN2,PINK1,999,genetic
MFN2,MARCHF5,999,genetic
MFN2,MFN1,999,genetic
RPL32,RPL18,999,genetic
RPL32,RPL11,999,genetic
RPL32,RPS10,999,genetic
RPL32,RPL27A,999,genetic
RPL32,RPL13,999,genetic
RPL32,RPL15,999,genetic
RPL32,RACK1,999,genetic
RPL32,RPL23,999,genetic
RPL32,RPL19,999,genetic
RPL32,RPL10,999,genetic
RPL32,RPL30,999,genetic
RPL32,RPS4X,999,genetic
RPL32,RPLP1,999,genetic
RPL32,RPL17,999,genetic
RPL32,RPL23A,999,genetic
RPL32,RPL10A,999,genetic
RPL32,RPL26,999,genetic
RPL32,RPL24,999,genetic
RPL32,RPS27,999,genetic
RPL32,RPL28,999,genetic
RPL32,RPL31,999,genetic
RPL32,RPL3,999,genetic
RPL32,EEF2,999,genetic
RPL32,RPL18A,999,genetic
RPL32,RPL21,999,genetic
RPL32,RPL14,999,genetic
RPL32,RPS15A,999,genetic
RPL32,RPL12,999,genetic
RPL32,RPLP2,999,genetic
RPL32,RPS14,999,genetic
RPL32,RPL13A,999,genetic
RPL32,FAU,999,genetic
RPL32,RPL27,999,genetic
RPL32,RPL29,999,genetic
RPL32,RPL22,999,genetic
FDXR,FDX1,999,genetic
SEMA4D,PLXNB2,999,genetic
SEMA4D,PLXNB1,999,genetic
SEMA4D,CD72,999,genetic
CFB,C3,999,genetic
FSHB,CGA,999,genetic
PATL2,LSM4,999,genetic
PATL2,LSM1,999,genetic
IGFALS,IGF1,999,genetic
BAP1,ASXL2,999,genetic
BAP1,ASXL1,999,genetic
NDUFA5,UQCRH,999,genetic
NDUFA5,UQCR10,999,genetic
NDUFA5,NDUFA2,999,genetic
NDUFA5,NDUFA10,999,genetic
NDUFA5,NDUFA11,999,genetic
NDUFA5,NDUFA1,999,genetic
NDUFA5,NDUFA3,999,genetic
NDUFA5,MT-ND4L,999,genetic
NDUFA5,MT-ND1,999,genetic
NDUFA5,MT-ND2,999,genetic
NDUFA5,NDUFA12,999,genetic
NDUFA5,UQCRB,999,genetic
NDUFA5,MT-ND5,999,genetic
NDUFA5,NDUFA13,999,genetic
NDUFA5,MT-ND3,999,genetic
NDUFA5,MT-ND4,999,genetic
VAPB,RMDN3,999,genetic
MED12L,CCNC,999,genetic
NCK1,LCP2,999,genetic
NBPF6,NBPF4,999,genetic
ATP6V1F,ATP6V1D,999,genetic
ATP6V1F,ATP6V0B,999,genetic
ATP6V1F,ATP6V0D1,999,genetic
ATP6V1F,ATP6V0C,999,genetic
ATP6V1F,ATP6V1C1,999,genetic
ATP6V1F,ATP6V0D2,999,genetic
ATP6V1F,ATP6V1A,999,genetic
ATP6V1F,ATP6V1B2,999,genetic
ATP6V1F,ATP6V0A1,999,genetic
ATP6V1F,ATP6V0A4,999,genetic
ATP6V1F,ATP6V1B1,999,genetic
ATP6V1F,ATP6V1E1,999,genetic
HFE,B2M,999,genetic
SUPT20H,SGF29,999,genetic
SUPT20H,ATXN7,999,genetic
NMD3,LSG1,999,genetic
STIM2,ORAI2,999,genetic
STIM2,ORAI3,999,genetic
STIM2,ORAI1,999,genetic
MRPL47,MRPL19,999,genetic
MRPL47,MRPL23,999,genetic
